id,campeonato,status,data,placar_casa,placar_fora,time_casa,jogos_casa,gols_marcados_casa,gols_sofridos_casa,media_marcados_casa,media_sofridos_casa,time_fora,jogos_fora,gols_marcados_fora,gols_sofridos_fora,media_marcados_fora,media_sofridos_fora,ofensividade_casa,defensividade_casa,ofensividade_fora,defensividade_fora,probabilidade_gol,melhor_chance
g_1_AJyv3vr3,Piauiense,10.01. 16:00,2026-01-10 16:00:00,1.0,2.0,Oeirense,0,0,0,0.0,0.0,Fluminense-PI,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_G6MBmGaN,Piauiense,28.02. 17:00,2026-02-28 17:00:00,,,Fluminense-PI,0,0,0,0.0,0.0,Piauí,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zTKeib0b,Piauiense,02.03. 19:00,2026-03-02 19:00:00,,,Altos-PI,0,0,0,0.0,0.0,Atletico-PI,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8tJ3kxVA,Piauiense,07.03. 17:00,2026-03-07 17:00:00,,,Atletico-PI,0,0,0,0.0,0.0,Altos-PI,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_pMCsrfNp,Piauiense,09.03. 19:00,2026-03-09 19:00:00,,,Piauí,0,0,0,0.0,0.0,Fluminense-PI,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_htODj6rC,Potiguar,08.02. 16:00,2026-02-08 16:00:00,3.0,0.0,América-RN,0,0,0,0.0,0.0,Santa Cruz de Natal,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_IHfN8t5d,Potiguar,08.02. 16:00,2026-02-08 16:00:00,2.0,2.0,Laguna-RN,0,0,0,0.0,0.0,Potyguar Seridoense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_U518Wqc3,Potiguar,07.02. 16:00,2026-02-07 16:00:00,1.0,1.0,ABC,0,0,0,0.0,0.0,QFC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WQZ4hSDa,Potiguar,07.02. 16:00,2026-02-07 16:00:00,3.0,1.0,Potiguar de Mossoró,0,0,0,0.0,0.0,Globo,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_x6Rxkg77,Potiguar,04.02. 20:00,2026-02-04 20:00:00,2.0,2.0,ABC,0,0,0,0.0,0.0,Globo,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_UaEOCdaE,Potiguar,04.02. 20:00,2026-02-04 20:00:00,0.0,0.0,Potiguar de Mossoró,0,0,0,0.0,0.0,América-RN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Mk1EA2zp,Potiguar,04.02. 18:30,2026-02-04 18:30:00,4.0,1.0,QFC,0,0,0,0.0,0.0,Potyguar Seridoense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_O0Wdflqm,Potiguar,04.02. 15:30,2026-02-04 15:30:00,3.0,3.0,Santa Cruz de Natal,0,0,0,0.0,0.0,Laguna-RN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ddJUjFxe,Potiguar,01.02. 15:00,2026-02-01 15:00:00,2.0,2.0,Globo,0,0,0,0.0,0.0,Santa Cruz de Natal,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_UiMZHprA,Potiguar,31.01. 19:00,2026-01-31 19:00:00,2.0,4.0,Potyguar Seridoense,0,0,0,0.0,0.0,ABC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_QJFrGOCM,Potiguar,31.01. 16:00,2026-01-31 16:00:00,0.0,1.0,QFC,0,0,0,0.0,0.0,América-RN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lWFMhy8r,Potiguar,31.01. 15:00,2026-01-31 15:00:00,0.0,1.0,Laguna-RN,0,0,0,0.0,0.0,Potiguar de Mossoró,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ryORJ6Dc,Potiguar,25.01. 16:00,2026-01-25 16:00:00,2.0,0.0,Potiguar de Mossoró,0,0,0,0.0,0.0,Potyguar Seridoense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2uoud3Lj,Potiguar,25.01. 15:30,2026-01-25 15:30:00,1.0,4.0,Santa Cruz de Natal,0,0,0,0.0,0.0,QFC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_4bvjbcpL,Potiguar,25.01. 15:00,2026-01-25 15:00:00,5.0,1.0,Laguna-RN,0,0,0,0.0,0.0,Globo,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_dYzr0JF8,Potiguar,24.01. 16:00,2026-01-24 16:00:00,0.0,0.0,América-RN,0,0,0,0.0,0.0,ABC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_GMq5h7d2,Potiguar,18.01. 16:00,2026-01-18 16:00:00,4.0,1.0,América-RN,0,0,0,0.0,0.0,Laguna-RN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Wdf91PcT,Potiguar,18.01. 16:00,2026-01-18 16:00:00,1.0,0.0,Potyguar Seridoense,0,0,0,0.0,0.0,Globo,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_r9ocfTRk,Potiguar,17.01. 16:00,2026-01-17 16:00:00,5.0,0.0,ABC,0,0,0,0.0,0.0,Santa Cruz de Natal,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zV003oTG,Potiguar,17.01. 16:00,2026-01-17 16:00:00,0.0,0.0,QFC,0,0,0,0.0,0.0,Potiguar de Mossoró,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Gb1I1BZF,Potiguar,15.01. 20:00,2026-01-15 20:00:00,1.0,4.0,Globo,0,0,0,0.0,0.0,América-RN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OO4Qak4S,Potiguar,14.01. 20:00,2026-01-14 20:00:00,0.0,2.0,Potiguar de Mossoró,0,0,0,0.0,0.0,ABC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2H2h57b4,Potiguar,14.01. 19:30,2026-01-14 19:30:00,1.0,3.0,Potyguar Seridoense,0,0,0,0.0,0.0,Santa Cruz de Natal,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8I9q7TTi,Potiguar,14.01. 15:00,2026-01-14 15:00:00,1.0,4.0,Laguna-RN,0,0,0,0.0,0.0,QFC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_fqD93X43,Potiguar,11.01. 16:00,2026-01-11 16:00:00,2.0,0.0,ABC,0,0,0,0.0,0.0,Laguna-RN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_U5LNuUCd,Potiguar,11.01. 15:30,2026-01-11 15:30:00,0.0,1.0,Santa Cruz de Natal,0,0,0,0.0,0.0,Potiguar de Mossoró,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_tCHcqQyo,Potiguar,11.01. 15:00,2026-01-11 15:00:00,0.0,1.0,Globo,0,0,0,0.0,0.0,QFC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_dvtRlnEN,Potiguar,10.01. 16:00,2026-01-10 16:00:00,4.0,1.0,América-RN,0,0,0,0.0,0.0,Potyguar Seridoense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_v9a52Oom,Potiguar,28.02. 15:30,2026-02-28 15:30:00,,,Santa Cruz de Natal,0,0,0,0.0,0.0,QFC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_tKGmpsWI,Potiguar,28.02. 16:00,2026-02-28 16:00:00,,,Laguna-RN,0,0,0,0.0,0.0,Potiguar de Mossoró,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_CMcD02Ga,Potiguar,04.03. 16:00,2026-03-04 16:00:00,,,QFC,0,0,0,0.0,0.0,Santa Cruz de Natal,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8Q8Z7pOP,Potiguar,04.03. 19:00,2026-03-04 19:00:00,,,Potiguar de Mossoró,0,0,0,0.0,0.0,Laguna-RN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_nDbb0mOt,Rondoniense,25.02. 20:30,2026-02-25 20:30:00,1.0,2.0,União Cacoalense,10,5,19,0.5,1.9,Gênus,10,6,15,0.6,1.5,Muito baixa ofensividade,Média defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_ruh7bRhg,Rondoniense,25.02. 20:00,2026-02-25 20:00:00,0.0,1.0,Barcelona-RO,11,12,21,1.09,1.91,Rondoniense,11,13,9,1.18,0.82,Baixa ofensividade,Média defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_drztr68C,Rondoniense,22.02. 18:00,2026-02-22 18:00:00,3.0,1.0,Guaporé,9,16,6,1.78,0.67,Gênus,10,6,15,0.6,1.5,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Baixa,Casa
g_1_IcOltpwP,Rondoniense,22.02. 16:30,2026-02-22 16:30:00,2.0,0.0,Ji-Paraná,8,10,0,1.25,0.0,Barcelona-RO,11,12,21,1.09,1.91,Baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_lIWXqSw0,Rondoniense,21.02. 17:00,2026-02-21 17:00:00,4.0,1.0,Rondoniense,11,13,9,1.18,0.82,União Cacoalense,10,5,19,0.5,1.9,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_hjwPol9m,Rondoniense,18.02. 21:30,2026-02-18 21:30:00,0.0,1.0,Rondoniense,11,13,9,1.18,0.82,Porto Velho,9,17,9,1.89,1.0,Baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Fora
g_1_ruA6T6gJ,Rondoniense,18.02. 17:00,2026-02-18 17:00:00,3.0,2.0,Barcelona-RO,11,12,21,1.09,1.91,União Cacoalense,10,5,19,0.5,1.9,Baixa ofensividade,Média defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Casa
g_1_zF6bVSO6,Rondoniense,15.02. 18:30,2026-02-15 18:30:00,0.0,0.0,Gênus,10,6,15,0.6,1.5,Rondoniense,11,13,9,1.18,0.82,Muito baixa ofensividade,Alta defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_6ZEsZAPs,Rondoniense,14.02. 20:30,2026-02-14 20:30:00,0.0,2.0,União Cacoalense,10,5,19,0.5,1.9,Guaporé,9,16,6,1.78,0.67,Muito baixa ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_EaIkXlff,Rondoniense,14.02. 17:00,2026-02-14 17:00:00,4.0,0.0,Porto Velho,9,17,9,1.89,1.0,Barcelona-RO,11,12,21,1.09,1.91,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Média defensividade,Baixa,Fora
g_1_x4dJvX1K,Rondoniense,12.02. 20:30,2026-02-12 20:30:00,0.0,1.0,Rondoniense,11,13,9,1.18,0.82,Ji-Paraná,8,10,0,1.25,0.0,Baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Baixa,Equilibrado
g_1_lrGOIku1,Rondoniense,11.02. 20:30,2026-02-11 20:30:00,0.0,1.0,Gênus,10,6,15,0.6,1.5,Porto Velho,9,17,9,1.89,1.0,Muito baixa ofensividade,Alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_pA9XGT9D,Rondoniense,11.02. 20:30,2026-02-11 20:30:00,3.0,0.0,Guaporé,9,16,6,1.78,0.67,Barcelona-RO,11,12,21,1.09,1.91,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Média defensividade,Baixa,Fora
g_1_MTarwKQF,Rondoniense,08.02. 20:30,2026-02-08 20:30:00,1.0,2.0,União Cacoalense,10,5,19,0.5,1.9,Porto Velho,9,17,9,1.89,1.0,Muito baixa ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_tICGKBAl,Rondoniense,08.02. 18:00,2026-02-08 18:00:00,0.0,1.0,Rondoniense,11,13,9,1.18,0.82,Guaporé,9,16,6,1.78,0.67,Baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Fora
g_1_GWdzutd3,Rondoniense,07.02. 16:30,2026-02-07 16:30:00,0.0,2.0,Gênus,10,6,15,0.6,1.5,Ji-Paraná,8,10,0,1.25,0.0,Muito baixa ofensividade,Alta defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_rLmsHYgm,Rondoniense,04.02. 20:30,2026-02-04 20:30:00,3.0,1.0,Barcelona-RO,11,12,21,1.09,1.91,Gênus,10,6,15,0.6,1.5,Baixa ofensividade,Média defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_SfrCMfWP,Rondoniense,04.02. 20:30,2026-02-04 20:30:00,2.0,2.0,Guaporé,9,16,6,1.78,0.67,Porto Velho,9,17,9,1.89,1.0,Média ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Equilibrado
g_1_4zxjFCOa,Rondoniense,04.02. 20:30,2026-02-04 20:30:00,0.0,1.0,União Cacoalense,10,5,19,0.5,1.9,Ji-Paraná,8,10,0,1.25,0.0,Muito baixa ofensividade,Média defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_Cn0PbivJ,Rondoniense,01.02. 19:00,2026-02-01 19:00:00,2.0,1.0,Porto Velho,9,17,9,1.89,1.0,Gênus,10,6,15,0.6,1.5,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Baixa,Casa
g_1_vZ1H0D96,Rondoniense,01.02. 17:00,2026-02-01 17:00:00,1.0,0.0,Ji-Paraná,8,10,0,1.25,0.0,Rondoniense,11,13,9,1.18,0.82,Baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Baixa,Equilibrado
g_1_r7882Zvf,Rondoniense,31.01. 16:30,2026-01-31 16:30:00,0.0,2.0,Barcelona-RO,11,12,21,1.09,1.91,Guaporé,9,16,6,1.78,0.67,Baixa ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Baixa,Casa
g_1_WdjXAaTr,Rondoniense,28.01. 21:30,2026-01-28 21:30:00,1.0,1.0,Gênus,10,6,15,0.6,1.5,Guaporé,9,16,6,1.78,0.67,Muito baixa ofensividade,Alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_4O3v9wbe,Rondoniense,28.01. 17:30,2026-01-28 17:30:00,0.0,0.0,Barcelona-RO,11,12,21,1.09,1.91,Ji-Paraná,8,10,0,1.25,0.0,Baixa ofensividade,Média defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_C8waT7qA,Rondoniense,28.01. 16:30,2026-01-28 16:30:00,0.0,1.0,União Cacoalense,10,5,19,0.5,1.9,Rondoniense,11,13,9,1.18,0.82,Muito baixa ofensividade,Média defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_h46YCnaT,Rondoniense,25.01. 18:00,2026-01-25 18:00:00,3.0,2.0,Rondoniense,11,13,9,1.18,0.82,Barcelona-RO,11,12,21,1.09,1.91,Baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_b5DPE8UG,Rondoniense,25.01. 16:30,2026-01-25 16:30:00,1.0,0.0,Ji-Paraná,8,10,0,1.25,0.0,Porto Velho,9,17,9,1.89,1.0,Baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Fora
g_1_lzh47QMj,Rondoniense,24.01. 16:30,2026-01-24 16:30:00,0.0,0.0,Gênus,10,6,15,0.6,1.5,União Cacoalense,10,5,19,0.5,1.9,Muito baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_juAHGUa4,Rondoniense,21.01. 21:00,2026-01-21 21:00:00,2.0,0.0,Rondoniense,11,13,9,1.18,0.82,Gênus,10,6,15,0.6,1.5,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Equilibrado
g_1_2JTMfmwo,Rondoniense,21.01. 20:30,2026-01-21 20:30:00,2.0,0.0,Guaporé,9,16,6,1.78,0.67,União Cacoalense,10,5,19,0.5,1.9,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Equilibrado
g_1_UPL8IjVi,Rondoniense,21.01. 16:30,2026-01-21 16:30:00,2.0,3.0,Barcelona-RO,11,12,21,1.09,1.91,Porto Velho,9,17,9,1.89,1.0,Baixa ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Baixa,Casa
g_1_KbQc09FN,Rondoniense,18.01. 16:30,2026-01-18 16:30:00,2.0,0.0,Ji-Paraná,8,10,0,1.25,0.0,Guaporé,9,16,6,1.78,0.67,Baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Fora
g_1_jJYt4iGb,Rondoniense,17.01. 16:30,2026-01-17 16:30:00,2.0,2.0,Porto Velho,9,17,9,1.89,1.0,Rondoniense,11,13,9,1.18,0.82,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_noSk2VpB,Rondoniense,17.01. 16:30,2026-01-17 16:30:00,0.0,2.0,União Cacoalense,10,5,19,0.5,1.9,Barcelona-RO,11,12,21,1.09,1.91,Muito baixa ofensividade,Média defensividade,Baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_CKqOfqhI,Rondoniense,28.02. 17:00SRF,2026-02-28 17:00:00,,,Gênus,10,6,15,0.6,1.5,Barcelona-RO,11,12,21,1.09,1.91,Muito baixa ofensividade,Alta defensividade,Baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_4CPkk5Vo,Rondoniense,01.03. 16:30SRF,2026-03-01 16:30:00,,,Ji-Paraná,8,10,0,1.25,0.0,União Cacoalense,10,5,19,0.5,1.9,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_4S1VhNMU,Rondoniense,01.03. 18:00SRF,2026-03-01 18:00:00,,,Porto Velho,9,17,9,1.89,1.0,Guaporé,9,16,6,1.78,0.67,Média ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Equilibrado
g_1_GhjFd5N5,Rondoniense,04.03. 21:00SRF,2026-03-04 21:00:00,,,Porto Velho,9,17,9,1.89,1.0,Ji-Paraná,8,10,0,1.25,0.0,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_dKigiAoQ,Rondoniense,08.03. 20:00SRF,2026-03-08 20:00:00,,,Guaporé,9,16,6,1.78,0.67,Ji-Paraná,8,10,0,1.25,0.0,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_CxTcmq0b,Rondoniense,11.03. 20:30SRF,2026-03-11 20:30:00,,,Guaporé,9,16,6,1.78,0.67,Rondoniense,11,13,9,1.18,0.82,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_84M6oNUA,Rondoniense,11.03. 20:30SRF,2026-03-11 20:30:00,,,Ji-Paraná,8,10,0,1.25,0.0,Gênus,10,6,15,0.6,1.5,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Equilibrado
g_1_viqvTEEq,Rondoniense,11.03. 20:30SRF,2026-03-11 20:30:00,,,Porto Velho,9,17,9,1.89,1.0,União Cacoalense,10,5,19,0.5,1.9,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Equilibrado
g_1_zwJsGwW1,Roraimense,24.02. 20:00,2026-02-24 20:00:00,0.0,0.0,Atlético Roraima,6,3,27,0.5,4.5,Náutico-RR,4,0,7,0.0,1.75,Muito baixa ofensividade,Muito baixa defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Casa
g_1_zFzePs9F,Roraimense,21.02. 20:00,2026-02-21 20:00:00,11.0,0.0,São Raimundo-RR,6,25,4,4.17,0.67,Atlético Roraima,6,3,27,0.5,4.5,Muito alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito baixa defensividade,Muito Baixa,Equilibrado
g_1_8SY2NLwS,Roraimense,21.02. 18:00,2026-02-21 18:00:00,3.0,0.0,Monte Roraima,5,13,4,2.6,0.8,Rio Negro,4,2,7,0.5,1.75,Muito alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Baixa,Casa
g_1_Sbz130nd,Roraimense,16.02. 20:00,2026-02-16 20:00:00,0.0,2.0,Rio Negro,4,2,7,0.5,1.75,River-RR,4,8,5,2.0,1.25,Muito baixa ofensividade,Média defensividade,Média ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_f5SnR3v3,Roraimense,16.02. 18:00,2026-02-16 18:00:00,0.0,4.0,Náutico-RR,4,0,7,0.0,1.75,São Raimundo-RR,6,25,4,4.17,0.67,Muito baixa ofensividade,Média defensividade,Muito alta ofensividade,Muito alta defensividade,Baixa,Fora
g_1_z1eMArfM,Roraimense,14.02. 21:00,2026-02-14 21:00:00,0.0,3.0,Progresso,3,1,10,0.33,3.33,GAS,3,11,3,3.67,1.0,Muito baixa ofensividade,Muito baixa defensividade,Muito alta ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_6qnh5MHq,Roraimense,14.02. 18:30,2026-02-14 18:30:00,5.0,1.0,Monte Roraima,5,13,4,2.6,0.8,Atlético Roraima,6,3,27,0.5,4.5,Muito alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito baixa defensividade,Muito Baixa,Equilibrado
g_1_GbuLC4P9,Roraimense,10.02. 22:00,2026-02-10 22:00:00,2.0,2.0,River-RR,4,8,5,2.0,1.25,São Raimundo-RR,6,25,4,4.17,0.67,Média ofensividade,Alta defensividade,Muito alta ofensividade,Muito alta defensividade,Alta,Fora
g_1_rosDEQfc,Roraimense,10.02. 20:00,2026-02-10 20:00:00,0.0,2.0,Náutico-RR,4,0,7,0.0,1.75,Baré,3,6,2,2.0,0.67,Muito baixa ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_fRLdCzET,Roraimense,07.02. 20:00,2026-02-07 20:00:00,1.0,1.0,São Raimundo-RR,6,25,4,4.17,0.67,Monte Roraima,5,13,4,2.6,0.8,Muito alta ofensividade,Muito alta defensividade,Muito alta ofensividade,Muito alta defensividade,Muito Alta,Equilibrado
g_1_Q9CS6Eyi,Roraimense,07.02. 18:00,2026-02-07 18:00:00,6.0,1.0,GAS,3,11,3,3.67,1.0,Atlético Roraima,6,3,27,0.5,4.5,Muito alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito baixa defensividade,Muito Baixa,Equilibrado
g_1_lbC3m1Hj,Roraimense,03.02. 22:00,2026-02-03 22:00:00,1.0,2.0,Atlético Roraima,6,3,27,0.5,4.5,River-RR,4,8,5,2.0,1.25,Muito baixa ofensividade,Muito baixa defensividade,Média ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_4QzXhNgT,Roraimense,03.02. 20:00,2026-02-03 20:00:00,1.0,2.0,Progresso,3,1,10,0.33,3.33,Monte Roraima,5,13,4,2.6,0.8,Muito baixa ofensividade,Muito baixa defensividade,Muito alta ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_d0XOfqPG,Roraimense,31.01. 23:00,2026-01-31 23:00:00,2.0,1.0,São Raimundo-RR,6,25,4,4.17,0.67,Rio Negro,4,2,7,0.5,1.75,Muito alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Baixa,Casa
g_1_xbHNd5f4,Roraimense,31.01. 21:00,2026-01-31 21:00:00,3.0,0.0,Baré,3,6,2,2.0,0.67,Atlético Roraima,6,3,27,0.5,4.5,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito baixa defensividade,Muito Baixa,Fora
g_1_4pJFbRPi,Roraimense,27.01. 22:00,2026-01-27 22:00:00,1.0,0.0,Rio Negro,4,2,7,0.5,1.75,Náutico-RR,4,0,7,0.0,1.75,Muito baixa ofensividade,Média defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Equilibrado
